"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Microhabitat"	"Description"	"Library"
"144.7"	"Solirubrobacterales"	"HvHEB169"	0.003679245	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.8"	"Pseudonocardiales"	"HvHEB169"	0.004056604	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.9"	"Tepidisphaerales"	"HvHEB169"	0.01	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.10"	"Caulobacterales"	"HvHEB169"	0.008396226	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.11"	"Nitrososphaerales"	"HvHEB169"	0.009150943	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.12"	"Micropepsales"	"HvHEB169"	0.000943396	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.13"	"Gaiellales"	"HvHEB169"	0.00490566	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.14"	"Paenibacillales"	"HvHEB169"	0.021132075	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.15"	"Pedosphaerales"	"HvHEB169"	0.004528302	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.16"	"Gemmatimonadales"	"HvHEB169"	0.012169811	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.17"	"Chthoniobacterales"	"HvHEB169"	0.015377358	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.18"	"Vicinamibacterales"	"HvHEB169"	0.025	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.19"	"Propionibacteriales"	"HvHEB169"	0.021132075	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.20"	"Micrococcales"	"HvHEB169"	0.013679245	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.21"	"Glycomycetales"	"HvHEB169"	0.039622642	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.22"	"Sphingobacteriales"	"HvHEB169"	0.016886792	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.23"	"Sphingomonadales"	"HvHEB169"	0.050566038	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.24"	"Chitinophagales"	"HvHEB169"	0.061415094	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.25"	"Streptomycetales"	"HvHEB169"	0.064433962	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.26"	"Xanthomonadales"	"HvHEB169"	0.160566038	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.27"	"Rhizobiales"	"HvHEB169"	0.103962264	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"144.28"	"Burkholderiales"	"HvHEB169"	0.215660377	"HvHEB169"	"HB86"	"RHIZO"	"BC1S3"	"JH07"
"145"	"<0.5%"	"HvHEB17"	0.057924528	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.1"	"Frankiales"	"HvHEB17"	0.001603774	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.2"	"Rokubacteriales"	"HvHEB17"	0.00754717	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.3"	"Pyrinomonadales"	"HvHEB17"	0.010188679	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.4"	"Acidobacteriales"	"HvHEB17"	0.001132075	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.5"	"Subgroup_7"	"HvHEB17"	0.009056604	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.6"	"Pseudomonadales"	"HvHEB17"	0.043773585	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.7"	"Solirubrobacterales"	"HvHEB17"	0.001320755	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.8"	"Pseudonocardiales"	"HvHEB17"	0.000377358	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.9"	"Tepidisphaerales"	"HvHEB17"	0.005849057	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.10"	"Caulobacterales"	"HvHEB17"	0.012830189	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.11"	"Nitrososphaerales"	"HvHEB17"	0.012358491	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.12"	"Micropepsales"	"HvHEB17"	0.001603774	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.13"	"Gaiellales"	"HvHEB17"	0.003679245	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.14"	"Paenibacillales"	"HvHEB17"	0.033867925	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.15"	"Pedosphaerales"	"HvHEB17"	0.012169811	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.16"	"Gemmatimonadales"	"HvHEB17"	0.007641509	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.17"	"Chthoniobacterales"	"HvHEB17"	0.018867925	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.18"	"Vicinamibacterales"	"HvHEB17"	0.022264151	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.19"	"Propionibacteriales"	"HvHEB17"	0.011603774	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.20"	"Micrococcales"	"HvHEB17"	0.02509434	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.21"	"Glycomycetales"	"HvHEB17"	0.009811321	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.22"	"Sphingobacteriales"	"HvHEB17"	0.126226415	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.23"	"Sphingomonadales"	"HvHEB17"	0.045283019	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.24"	"Chitinophagales"	"HvHEB17"	0.052641509	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.25"	"Streptomycetales"	"HvHEB17"	0.03490566	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.26"	"Xanthomonadales"	"HvHEB17"	0.078113208	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.27"	"Rhizobiales"	"HvHEB17"	0.122924528	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"145.28"	"Burkholderiales"	"HvHEB17"	0.18490566	"HvHEB17"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"104"	"<0.5%"	"HvHEB173"	0.058867925	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.1"	"Frankiales"	"HvHEB173"	0.002830189	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.2"	"Rokubacteriales"	"HvHEB173"	0.006981132	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.3"	"Pyrinomonadales"	"HvHEB173"	0.00754717	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.4"	"Acidobacteriales"	"HvHEB173"	0.001037736	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.5"	"Subgroup_7"	"HvHEB173"	0.009245283	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.6"	"Pseudomonadales"	"HvHEB173"	0.002735849	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.7"	"Solirubrobacterales"	"HvHEB173"	0.004528302	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.8"	"Pseudonocardiales"	"HvHEB173"	0.005377358	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.9"	"Tepidisphaerales"	"HvHEB173"	0.005849057	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.10"	"Caulobacterales"	"HvHEB173"	0.038396226	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.11"	"Nitrososphaerales"	"HvHEB173"	0.024150943	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.12"	"Micropepsales"	"HvHEB173"	0.002075472	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.13"	"Gaiellales"	"HvHEB173"	0.008396226	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.14"	"Paenibacillales"	"HvHEB173"	0.030283019	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.15"	"Pedosphaerales"	"HvHEB173"	0.011226415	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.16"	"Gemmatimonadales"	"HvHEB173"	0.015283019	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.17"	"Chthoniobacterales"	"HvHEB173"	0.017735849	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.18"	"Vicinamibacterales"	"HvHEB173"	0.026226415	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.19"	"Propionibacteriales"	"HvHEB173"	0.017264151	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.20"	"Micrococcales"	"HvHEB173"	0.012830189	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.21"	"Glycomycetales"	"HvHEB173"	0.101226415	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.22"	"Sphingobacteriales"	"HvHEB173"	0.015754717	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.23"	"Sphingomonadales"	"HvHEB173"	0.052075472	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.24"	"Chitinophagales"	"HvHEB173"	0.076320755	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.25"	"Streptomycetales"	"HvHEB173"	0.050754717	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.26"	"Xanthomonadales"	"HvHEB173"	0.106037736	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.27"	"Rhizobiales"	"HvHEB173"	0.117735849	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"104.28"	"Burkholderiales"	"HvHEB173"	0.118301887	"HvHEB173"	"HB31"	"RHIZO"	"BC1S3"	"JH07"
"107"	"<0.5%"	"HvHEB175"	0.048207547	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.1"	"Frankiales"	"HvHEB175"	0.002735849	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.2"	"Rokubacteriales"	"HvHEB175"	0.004433962	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.3"	"Pyrinomonadales"	"HvHEB175"	0.006981132	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.4"	"Acidobacteriales"	"HvHEB175"	0.000660377	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.5"	"Subgroup_7"	"HvHEB175"	0.007169811	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.6"	"Pseudomonadales"	"HvHEB175"	0.015377358	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.7"	"Solirubrobacterales"	"HvHEB175"	0.004716981	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.8"	"Pseudonocardiales"	"HvHEB175"	0.002830189	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.9"	"Tepidisphaerales"	"HvHEB175"	0.00745283	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.10"	"Caulobacterales"	"HvHEB175"	0.009811321	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.11"	"Nitrososphaerales"	"HvHEB175"	0.017169811	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.12"	"Micropepsales"	"HvHEB175"	0.001132075	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.13"	"Gaiellales"	"HvHEB175"	0.005566038	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.14"	"Paenibacillales"	"HvHEB175"	0.018490566	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.15"	"Pedosphaerales"	"HvHEB175"	0.006415094	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.16"	"Gemmatimonadales"	"HvHEB175"	0.010754717	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.17"	"Chthoniobacterales"	"HvHEB175"	0.013773585	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.18"	"Vicinamibacterales"	"HvHEB175"	0.015566038	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.19"	"Propionibacteriales"	"HvHEB175"	0.020943396	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.20"	"Micrococcales"	"HvHEB175"	0.028584906	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.21"	"Glycomycetales"	"HvHEB175"	0.065660377	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.22"	"Sphingobacteriales"	"HvHEB175"	0.057169811	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.23"	"Sphingomonadales"	"HvHEB175"	0.055283019	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.24"	"Chitinophagales"	"HvHEB175"	0.036886792	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.25"	"Streptomycetales"	"HvHEB175"	0.091886792	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.26"	"Xanthomonadales"	"HvHEB175"	0.093301887	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.27"	"Rhizobiales"	"HvHEB175"	0.099433962	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"107.28"	"Burkholderiales"	"HvHEB175"	0.212358491	"HvHEB175"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108"	"<0.5%"	"HvHEB176"	0.058207547	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.1"	"Frankiales"	"HvHEB176"	0.004622642	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.2"	"Rokubacteriales"	"HvHEB176"	0.00754717	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.3"	"Pyrinomonadales"	"HvHEB176"	0.012358491	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.4"	"Acidobacteriales"	"HvHEB176"	0.000471698	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.5"	"Subgroup_7"	"HvHEB176"	0.00990566	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.6"	"Pseudomonadales"	"HvHEB176"	0.010754717	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.7"	"Solirubrobacterales"	"HvHEB176"	0.004622642	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.8"	"Pseudonocardiales"	"HvHEB176"	0.002830189	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.9"	"Tepidisphaerales"	"HvHEB176"	0.01009434	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.10"	"Caulobacterales"	"HvHEB176"	0.007735849	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.11"	"Nitrososphaerales"	"HvHEB176"	0.02509434	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.12"	"Micropepsales"	"HvHEB176"	0.00254717	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.13"	"Gaiellales"	"HvHEB176"	0.005754717	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.14"	"Paenibacillales"	"HvHEB176"	0.013679245	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.15"	"Pedosphaerales"	"HvHEB176"	0.008018868	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.16"	"Gemmatimonadales"	"HvHEB176"	0.009245283	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.17"	"Chthoniobacterales"	"HvHEB176"	0.016037736	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.18"	"Vicinamibacterales"	"HvHEB176"	0.030660377	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.19"	"Propionibacteriales"	"HvHEB176"	0.018301887	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.20"	"Micrococcales"	"HvHEB176"	0.020471698	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.21"	"Glycomycetales"	"HvHEB176"	0.050566038	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.22"	"Sphingobacteriales"	"HvHEB176"	0.025	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.23"	"Sphingomonadales"	"HvHEB176"	0.038301887	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.24"	"Chitinophagales"	"HvHEB176"	0.041320755	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.25"	"Streptomycetales"	"HvHEB176"	0.181981132	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.26"	"Xanthomonadales"	"HvHEB176"	0.087264151	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.27"	"Rhizobiales"	"HvHEB176"	0.087264151	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"108.28"	"Burkholderiales"	"HvHEB176"	0.158113208	"HvHEB176"	"HB41"	"RHIZO"	"BC1S3"	"JH07"
"83"	"<0.5%"	"HvHEB177"	0.062075472	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.1"	"Frankiales"	"HvHEB177"	0.003773585	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.2"	"Rokubacteriales"	"HvHEB177"	0.007169811	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.3"	"Pyrinomonadales"	"HvHEB177"	0.007830189	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.4"	"Acidobacteriales"	"HvHEB177"	0.001792453	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.5"	"Subgroup_7"	"HvHEB177"	0.013301887	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.6"	"Pseudomonadales"	"HvHEB177"	0.004245283	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.7"	"Solirubrobacterales"	"HvHEB177"	0.004528302	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.8"	"Pseudonocardiales"	"HvHEB177"	0.001698113	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.9"	"Tepidisphaerales"	"HvHEB177"	0.010377358	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.10"	"Caulobacterales"	"HvHEB177"	0.006132075	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.11"	"Nitrososphaerales"	"HvHEB177"	0.016603774	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.12"	"Micropepsales"	"HvHEB177"	0.003207547	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.13"	"Gaiellales"	"HvHEB177"	0.009811321	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.14"	"Paenibacillales"	"HvHEB177"	0.01745283	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.15"	"Pedosphaerales"	"HvHEB177"	0.010188679	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.16"	"Gemmatimonadales"	"HvHEB177"	0.015377358	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.17"	"Chthoniobacterales"	"HvHEB177"	0.022830189	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.18"	"Vicinamibacterales"	"HvHEB177"	0.038773585	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.19"	"Propionibacteriales"	"HvHEB177"	0.021132075	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.20"	"Micrococcales"	"HvHEB177"	0.024716981	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.21"	"Glycomycetales"	"HvHEB177"	0.017264151	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.22"	"Sphingobacteriales"	"HvHEB177"	0.023962264	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.23"	"Sphingomonadales"	"HvHEB177"	0.059716981	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.24"	"Chitinophagales"	"HvHEB177"	0.048018868	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.25"	"Streptomycetales"	"HvHEB177"	0.071698113	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.26"	"Xanthomonadales"	"HvHEB177"	0.104433962	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.27"	"Rhizobiales"	"HvHEB177"	0.095754717	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"83.28"	"Burkholderiales"	"HvHEB177"	0.215283019	"HvHEB177"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84"	"<0.5%"	"HvHEB179"	0.062924528	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.1"	"Frankiales"	"HvHEB179"	0.004622642	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.2"	"Rokubacteriales"	"HvHEB179"	0.004622642	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.3"	"Pyrinomonadales"	"HvHEB179"	0.011320755	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.4"	"Acidobacteriales"	"HvHEB179"	0.000566038	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.5"	"Subgroup_7"	"HvHEB179"	0.013113208	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.6"	"Pseudomonadales"	"HvHEB179"	0.009528302	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.7"	"Solirubrobacterales"	"HvHEB179"	0.002641509	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.8"	"Pseudonocardiales"	"HvHEB179"	0.002264151	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.9"	"Tepidisphaerales"	"HvHEB179"	0.015	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.10"	"Caulobacterales"	"HvHEB179"	0.008301887	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.11"	"Nitrososphaerales"	"HvHEB179"	0.016603774	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.12"	"Micropepsales"	"HvHEB179"	0.00254717	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.13"	"Gaiellales"	"HvHEB179"	0.009056604	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.14"	"Paenibacillales"	"HvHEB179"	0.015754717	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.15"	"Pedosphaerales"	"HvHEB179"	0.00509434	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.16"	"Gemmatimonadales"	"HvHEB179"	0.016981132	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.17"	"Chthoniobacterales"	"HvHEB179"	0.021415094	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.18"	"Vicinamibacterales"	"HvHEB179"	0.028018868	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.19"	"Propionibacteriales"	"HvHEB179"	0.016509434	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.20"	"Micrococcales"	"HvHEB179"	0.021415094	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.21"	"Glycomycetales"	"HvHEB179"	0.015283019	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.22"	"Sphingobacteriales"	"HvHEB179"	0.031886792	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.23"	"Sphingomonadales"	"HvHEB179"	0.076603774	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.24"	"Chitinophagales"	"HvHEB179"	0.064716981	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.25"	"Streptomycetales"	"HvHEB179"	0.056886792	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.26"	"Xanthomonadales"	"HvHEB179"	0.100471698	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.27"	"Rhizobiales"	"HvHEB179"	0.077169811	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"84.28"	"Burkholderiales"	"HvHEB179"	0.251415094	"HvHEB179"	"HB140"	"RHIZO"	"BC1S3"	"JH07"
"146"	"<0.5%"	"HvHEB18"	0.07245283	"HvHEB18"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"146.1"	"Frankiales"	"HvHEB18"	0.001132075	"HvHEB18"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"146.2"	"Rokubacteriales"	"HvHEB18"	0.004339623	"HvHEB18"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"146.3"	"Pyrinomonadales"	"HvHEB18"	0.009433962	"HvHEB18"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"146.4"	"Acidobacteriales"	"HvHEB18"	0.001320755	"HvHEB18"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"146.5"	"Subgroup_7"	"HvHEB18"	0.009339623	"HvHEB18"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
"146.6"	"Pseudomonadales"	"HvHEB18"	0.012924528	"HvHEB18"	"HB91"	"RHIZO"	"BC1S3"	"JH07"
